index,chromosome,start,end,strand,intron_motif,n_cells,gene_id_start,gene_id_end,n_genes,gene_id,gene_name,intron_group,intron_group_size,n_genes_per_intron_group,coeff,abs_coeff,length
SMARCD3_chr7:151245672-151248484,chr7,151245672,151248484,-,2,238,ENSG00000082014,ENSG00000082014,1,ENSG00000082014,SMARCD3,SMARCD3_chr7_151245672_-,2,1,-0.14035119494552678,0.14035119494552678,2812
NONO_chrX:71284454-71290628,chrX,71284454,71290628,+,1,3354,ENSG00000147140,ENSG00000147140,1,ENSG00000147140,NONO,NONO_chrX_71290628_+,2,1,0.07681526078365451,0.07681526078365451,6174
C16orf87_chr16:46803071-46809602,chr16,46803071,46809602,-,2,1447,ENSG00000155330,ENSG00000155330,1,ENSG00000155330,C16orf87,C16orf87_chr16_46803071_-,2,1,-0.08897176766393482,0.08897176766393482,6531
RABAC1_chr19:41956935-41957017,chr19,41956935,41957017,-,2,7909,ENSG00000105404,ENSG00000105404,1,ENSG00000105404,RABAC1,RABAC1_chr19_41956935_-,2,1,-0.06928474727086424,0.06928474727086424,82
SSBP2_chr5:81615558-81636556,chr5,81615558,81636556,-,2,7280,ENSG00000145687,ENSG00000145687,1,ENSG00000145687,SSBP2,SSBP2_chr5_81615558_-,2,1,0.07466298020073002,0.07466298020073002,20998
CHD8_chr14:21431859-21437193,chr14,21431859,21437193,-,2,131,ENSG00000100888,ENSG00000100888,1,ENSG00000100888,CHD8,CHD8_chr14_21431859_-,2,1,0.17050573261534374,0.17050573261534374,5334
TMEM59_chr1:54047373-54052999,chr1,54047373,54052999,-,2,1827,ENSG00000116209,ENSG00000116209,1,ENSG00000116209,TMEM59,TMEM59_chr1_54047373_-,2,1,0.08580966920344094,0.08580966920344094,5626
CD200_chr3:112340984-112344961,chr3,112340984,112344961,+,1,910,ENSG00000091972,ENSG00000091972,1,ENSG00000091972,CD200,CD200_chr3_112344961_+,2,1,0.11946126394530061,0.11946126394530061,3977
MTERF4_chr2:241097428-241099395,chr2,241097428,241099395,-,2,491,ENSG00000122085,ENSG00000122085,1,ENSG00000122085,MTERF4,MTERF4_chr2_241097428_-,2,1,-0.10361384286994875,0.10361384286994875,1967
CRMP1_chr4:5866757-5888227,chr4,5866757,5888227,-,2,3674,ENSG00000072832,ENSG00000072832,1,ENSG00000072832,CRMP1,CRMP1_chr4_5866757_-,2,1,-0.0659765270126108,0.0659765270126108,21470
AL589740.1_chr6:97628962-97702282,chr6,97628962,97702282,+,1,312,ENSG00000271860,ENSG00000271860,1,ENSG00000271860,AL589740.1,AL589740.1_chr6_97702282_+,2,1,0.11178372503490988,0.11178372503490988,73320
SYT1_chr12:79047363-79217502,chr12,79047363,79217502,+,1,5710,ENSG00000067715,ENSG00000067715,1,ENSG00000067715,SYT1,SYT1_chr12_79217502_+,2,1,-0.12470615066325486,0.12470615066325486,170139
CHM_chrX:86027558-86047246,chrX,86027558,86047246,-,2,168,ENSG00000188419,ENSG00000188419,1,ENSG00000188419,CHM,CHM_chrX_86027558_-,2,1,0.14512426748121843,0.14512426748121843,19688
PAK1IP1_chr6:10697487-10702368,chr6,10697487,10702368,+,1,1317,ENSG00000111845,ENSG00000111845,1,ENSG00000111845,PAK1IP1,PAK1IP1_chr6_10702368_+,2,1,-0.14104625437006643,0.14104625437006643,4881
FNBP1L_chr1:93523092-93523343,chr1,93523092,93523343,+,1,245,,ENSG00000137942,1,ENSG00000137942,FNBP1L,FNBP1L_chr1_93523343_+,2,1,-0.1048863939645882,0.1048863939645882,251
U2AF1L4_chr19:35744422-35744625,chr19,35744422,35744625,-,2,178,ENSG00000161265,ENSG00000161265,1,ENSG00000161265,U2AF1L4,U2AF1L4_chr19_35744422_-,2,1,-0.14525172585230184,0.14525172585230184,203
NOL4_chr18:33943179-33957325,chr18,33943179,33957325,-,2,294,ENSG00000101746,ENSG00000101746,1,ENSG00000101746,NOL4,NOL4_chr18_33943179_-,2,1,0.14538470958901104,0.14538470958901104,14146
HMGXB4_chr22:35262422-35263077,chr22,35262422,35263077,+,1,695,ENSG00000100281,ENSG00000100281,1,ENSG00000100281,HMGXB4,HMGXB4_chr22_35263077_+,2,1,-0.06543772694569953,0.06543772694569953,655
HSP90AA1_chr14:102086379-102086985,chr14,102086379,102086985,-,2,43306,ENSG00000080824,ENSG00000080824,1,ENSG00000080824,HSP90AA1,HSP90AA1_chr14_102086379_-,3,1,-0.0637234928008015,0.0637234928008015,606
HSP90AA1_chr14:102086379-102101874,chr14,102086379,102101874,-,2,1352,ENSG00000080824,ENSG00000080824,1,ENSG00000080824,HSP90AA1,HSP90AA1_chr14_102086379_-,3,1,0.008815072396299285,0.008815072396299285,15495
MRPL33_chr2:27774531-27779432,chr2,27774531,27779432,+,1,1783,ENSG00000243147,ENSG00000243147,1,ENSG00000243147,MRPL33,MRPL33_chr2_27779432_+,2,1,-0.04280314845159666,0.04280314845159666,4901
SMS_chrX:21941368-21967195,chrX,21941368,21967195,+,1,191,ENSG00000102172,ENSG00000102172,1,ENSG00000102172,SMS,SMS_chrX_21967195_+,2,1,0.1168406513964275,0.1168406513964275,25827
AL589740.1_chr6:97310060-97423468,chr6,97310060,97423468,+,1,167,ENSG00000271860,ENSG00000271860,1,ENSG00000271860,AL589740.1,AL589740.1_chr6_97423468_+,3,1,-0.04006652887638143,0.04006652887638143,113408
AL589740.1_chr6:97373915-97423468,chr6,97373915,97423468,+,1,161,ENSG00000271860,ENSG00000271860,1,ENSG00000271860,AL589740.1,AL589740.1_chr6_97423468_+,3,1,0.22300896763777592,0.22300896763777592,49553
CFL1_chr11:65855449-65855653,chr11,65855449,65855653,-,2,12294,ENSG00000172757,ENSG00000172757,1,ENSG00000172757,CFL1,CFL1_chr11_65855449_-,2,1,0.12618927181804543,0.12618927181804543,204
TRA2B_chr3:185926735-185931576,chr3,185926735,185931576,-,2,187,ENSG00000136527,ENSG00000136527,1,ENSG00000136527,TRA2B,TRA2B_chr3_185926735_-,2,1,-0.13451661383545335,0.13451661383545335,4841
FBXW11_chr5:171910798-171914342,chr5,171910798,171914342,-,2,1091,ENSG00000072803,ENSG00000072803,1,ENSG00000072803,FBXW11,FBXW11_chr5_171910798_-,4,1,0.03348835886086904,0.03348835886086904,3544
FBXW11_chr5:171910798-171957596,chr5,171910798,171957596,-,2,196,ENSG00000072803,ENSG00000072803,1,ENSG00000072803,FBXW11,FBXW11_chr5_171910798_-,4,1,0.18485580067497878,0.18485580067497878,46798
FBXW11_chr5:171910798-171996889,chr5,171910798,171996889,-,2,214,ENSG00000072803,ENSG00000072803,1,ENSG00000072803,FBXW11,FBXW11_chr5_171910798_-,4,1,-0.169759816797262,0.169759816797262,86091
SORBS2_chr4:185684847-185690561,chr4,185684847,185690561,-,2,187,ENSG00000154556,ENSG00000154556,1,ENSG00000154556,SORBS2,SORBS2_chr4_185684847_-,2,1,-0.17661691188433404,0.17661691188433404,5714
RBSN_chr3:15096711-15098118,chr3,15096711,15098118,-,2,186,ENSG00000131381,ENSG00000131381,1,ENSG00000131381,RBSN,RBSN_chr3_15096711_-,2,1,-0.14100853950932793,0.14100853950932793,1407
ZNF33A_chr10:38034401-38054374,chr10,38034401,38054374,+,1,170,,ENSG00000189180,1,ENSG00000189180,ZNF33A,ZNF33A_chr10_38054374_+,2,1,0.13204555805088986,0.13204555805088986,19973
TMEM50A_chr1:25352975-25356792,chr1,25352975,25356792,+,1,4022,ENSG00000183726,ENSG00000183726,1,ENSG00000183726,TMEM50A,TMEM50A_chr1_25356792_+,2,1,-0.0860887513598566,0.0860887513598566,3817
UPF3A_chr13:114284359-114286301,chr13,114284359,114286301,+,1,277,,ENSG00000169062,1,ENSG00000169062,UPF3A,UPF3A_chr13_114286301_+,2,1,0.09554755677146548,0.09554755677146548,1942
CHEK1_chr11:125627831-125629231,chr11,125627831,125629231,+,1,639,ENSG00000149554,ENSG00000149554,1,ENSG00000149554,CHEK1,CHEK1_chr11_125629231_+,2,1,-0.12135279985234129,0.12135279985234129,1400
ATP6V1H_chr8:53801897-53811163,chr8,53801897,53811163,-,2,204,ENSG00000047249,ENSG00000047249,1,ENSG00000047249,ATP6V1H,ATP6V1H_chr8_53801897_-,2,1,-0.13363609808420776,0.13363609808420776,9266
AKAP9_chr7:91970509-91973710,chr7,91970509,91973710,+,1,144,ENSG00000127914,ENSG00000127914,1,ENSG00000127914,AKAP9,AKAP9_chr7_91973710_+,2,1,0.14158279309043822,0.14158279309043822,3201
MAGOH_chr1:53228955-53233541,chr1,53228955,53233541,-,2,1831,ENSG00000162385,ENSG00000162385,1,ENSG00000162385,MAGOH,MAGOH_chr1_53228955_-,2,1,-0.061918181777556404,0.061918181777556404,4586
GCC2_chr2:108449290-108449632,chr2,108449290,108449632,+,1,243,ENSG00000135968,ENSG00000135968,1,ENSG00000135968,GCC2,GCC2_chr2_108449632_+,2,1,-0.10668513904703439,0.10668513904703439,342
GON4L_chr1:155853807-155857146,chr1,155853807,155857146,-,2,1401,ENSG00000116580,ENSG00000116580,1,ENSG00000116580,GON4L,GON4L_chr1_155853807_-,2,1,-0.07023355312977453,0.07023355312977453,3339
RAN_chr12:130872630-130872835,chr12,130872630,130872835,+,1,14915,ENSG00000132341,ENSG00000132341,1,ENSG00000132341,RAN,RAN_chr12_130872835_+,2,1,0.04582351247513738,0.04582351247513738,205
RPL38_chr17:74203746-74203917,chr17,74203746,74203917,+,1,43031,ENSG00000172809,ENSG00000172809,1,ENSG00000172809,RPL38,RPL38_chr17_74203917_+,2,1,0.012632071223707537,0.012632071223707537,171
RPS3_chr11:75400778-75401639,chr11,75400778,75401639,+,1,422,ENSG00000149273,ENSG00000149273,1,ENSG00000149273,RPS3,RPS3_chr11_75401639_+,3,1,0.008829974171390413,0.008829974171390413,861
RPS3_chr11:75400825-75401639,chr11,75400825,75401639,+,1,30743,ENSG00000149273,ENSG00000149273,1,ENSG00000149273,RPS3,RPS3_chr11_75401639_+,3,1,-0.058959897415904315,0.058959897415904315,814
PPFIBP1_chr12:27655236-27656615,chr12,27655236,27656615,+,1,154,ENSG00000110841,ENSG00000110841,1,ENSG00000110841,PPFIBP1,PPFIBP1_chr12_27656615_+,2,1,0.18275685222201088,0.18275685222201088,1379
CASC15_chr6:22174063-22191566,chr6,22174063,22191566,+,1,276,ENSG00000272168,ENSG00000272168,1,ENSG00000272168,CASC15,CASC15_chr6_22191566_+,3,1,0.16208704281000225,0.16208704281000225,17503
TUSC3_chr8:15757856-15764202,chr8,15757856,15764202,+,3,1284,ENSG00000104723,ENSG00000104723,1,ENSG00000104723,TUSC3,TUSC3_chr8_15764202_+,2,1,0.05175556935455016,0.05175556935455016,6346
USP9Y_chrY:12686607-12702009,chrY,12686607,12702009,+,1,977,ENSG00000114374,ENSG00000114374,1,ENSG00000114374,USP9Y,USP9Y_chrY_12702009_+,4,1,-0.11340920800344935,0.11340920800344935,15402
USP9Y_chrY:12690442-12702009,chrY,12690442,12702009,+,1,448,ENSG00000114374,ENSG00000114374,1,ENSG00000114374,USP9Y,USP9Y_chrY_12702009_+,4,1,0.05898869643667681,0.05898869643667681,11567
USP9Y_chrY:12699641-12702009,chrY,12699641,12702009,+,1,274,,ENSG00000114374,1,ENSG00000114374,USP9Y,USP9Y_chrY_12702009_+,4,1,0.12365577613656804,0.12365577613656804,2368
MZT2B_chr2:130181831-130182626,chr2,130181831,130182626,+,1,217,ENSG00000152082,ENSG00000152082,1,ENSG00000152082,MZT2B,MZT2B_chr2_130182626_+,3,1,0.14851303911478325,0.14851303911478325,795
MZT2B_chr2:130182453-130182626,chr2,130182453,130182626,+,1,3974,ENSG00000152082,ENSG00000152082,1,ENSG00000152082,MZT2B,MZT2B_chr2_130182626_+,3,1,-0.07977631372959774,0.07977631372959774,173
BRK1_chr3:10118971-10125625,chr3,10118971,10125625,+,1,377,,ENSG00000254999,1,ENSG00000254999,BRK1,BRK1_chr3_10125625_+,2,1,0.08600766684403341,0.08600766684403341,6654
ENTPD6_chr20:25207398-25209848,chr20,25207398,25209848,+,1,137,ENSG00000197586,ENSG00000197586,1,ENSG00000197586,ENTPD6,ENTPD6_chr20_25209848_+,2,1,-0.1715313375533405,0.1715313375533405,2450
EIF3I_chr1:32226531-32228498,chr1,32226531,32228498,+,1,2251,ENSG00000084623,ENSG00000084623,1,ENSG00000084623,EIF3I,EIF3I_chr1_32228498_+,2,1,-0.11030580974708053,0.11030580974708053,1967
GPATCH8_chr17:44464545-44467096,chr17,44464545,44467096,-,2,261,ENSG00000186566,ENSG00000186566,1,ENSG00000186566,GPATCH8,GPATCH8_chr17_44464545_-,2,1,-0.11052396752933694,0.11052396752933694,2551
ZNF518A_chr10:96151567-96155325,chr10,96151567,96155325,+,1,170,ENSG00000177853,ENSG00000177853,1,ENSG00000177853,ZNF518A,ZNF518A_chr10_96155325_+,2,1,0.1642566121018515,0.1642566121018515,3758
MDP1_chr14:24214152-24214261,chr14,24214152,24214261,-,2,220,ENSG00000213920,ENSG00000213920,1,ENSG00000213920,MDP1,MDP1_chr14_24214152_-,3,1,-0.039456371277531904,0.039456371277531904,109
MDP1_chr14:24214152-24214309,chr14,24214152,24214309,-,2,1159,ENSG00000213920,ENSG00000213920,1,ENSG00000213920,MDP1,MDP1_chr14_24214152_-,3,1,-0.10284214045898507,0.10284214045898507,157
LYPLA1_chr8:54063376-54065747,chr8,54063376,54065747,-,2,1082,ENSG00000120992,ENSG00000120992,1,ENSG00000120992,LYPLA1,LYPLA1_chr8_54063376_-,3,1,0.019874246686713726,0.019874246686713726,2371
LYPLA1_chr8:54063376-54065787,chr8,54063376,54065787,-,2,289,ENSG00000120992,,1,ENSG00000120992,LYPLA1,LYPLA1_chr8_54063376_-,3,1,0.1637350564406477,0.1637350564406477,2411
TCEAL9_chrX:103357162-103357614,chrX,103357162,103357614,+,1,2102,ENSG00000185222,ENSG00000185222,1,ENSG00000185222,TCEAL9,TCEAL9_chrX_103357614_+,2,1,-0.04621217930057773,0.04621217930057773,452
MYO10_chr5:16711246-16738135,chr5,16711246,16738135,-,2,524,ENSG00000145555,ENSG00000145555,1,ENSG00000145555,MYO10,MYO10_chr5_16711246_-,3,1,-0.07918215580971708,0.07918215580971708,26889
KTN1_chr14:55601881-55612018,chr14,55601881,55612018,+,1,1762,ENSG00000126777,ENSG00000126777,1,ENSG00000126777,KTN1,KTN1_chr14_55612018_+,2,1,0.03892558666520633,0.03892558666520633,10137
FBXW2_chr9:120793258-120793353,chr9,120793258,120793353,-,2,240,ENSG00000119402,ENSG00000119402,1,ENSG00000119402,FBXW2,FBXW2_chr9_120793258_-,2,1,-0.14035429231304625,0.14035429231304625,95
STAG2_chrX:123961857-124022530,chrX,123961857,124022530,+,1,811,ENSG00000101972,ENSG00000101972,1,ENSG00000101972,STAG2,STAG2_chrX_124022530_+,4,1,0.1438123366024086,0.1438123366024086,60673
STAG2_chrX:123962107-124022530,chrX,123962107,124022530,+,1,172,ENSG00000101972,ENSG00000101972,1,ENSG00000101972,STAG2,STAG2_chrX_124022530_+,4,1,-0.1225257253419218,0.1225257253419218,60423
STAG2_chrX:124021432-124022530,chrX,124021432,124022530,+,1,141,ENSG00000101972,ENSG00000101972,1,ENSG00000101972,STAG2,STAG2_chrX_124022530_+,4,1,-0.057683181361030664,0.057683181361030664,1098
EIF6_chr20:35280119-35280653,chr20,35280119,35280653,-,2,2306,ENSG00000242372,ENSG00000242372,1,ENSG00000242372,EIF6,EIF6_chr20_35280119_-,2,1,0.093626592216109,0.093626592216109,534
UBE3A_chr15:25405503-25407066,chr15,25405503,25407066,-,2,259,ENSG00000114062,ENSG00000114062,1,ENSG00000114062,UBE3A,UBE3A_chr15_25405503_-,3,1,0.1667479387515724,0.1667479387515724,1563
UBE3A_chr15:25405503-25409087,chr15,25405503,25409087,-,2,447,ENSG00000114062,ENSG00000114062,1,ENSG00000114062,UBE3A,UBE3A_chr15_25405503_-,3,1,-0.057342449962332565,0.057342449962332565,3584
ZC2HC1A_chr8:78712107-78715220,chr8,78712107,78715220,+,1,908,ENSG00000104427,ENSG00000104427,1,ENSG00000104427,ZC2HC1A,ZC2HC1A_chr8_78715220_+,2,1,0.0586961482307529,0.0586961482307529,3113
NUDT1_chr7:2242976-2244562,chr7,2242976,2244562,+,1,150,ENSG00000106268,ENSG00000106268,1,ENSG00000106268,NUDT1,NUDT1_chr7_2244562_+,2,1,-0.11112278800916181,0.11112278800916181,1586
UQCRQ_chr5:132866692-132866868,chr5,132866692,132866868,+,1,525,ENSG00000164405,ENSG00000164405,1,ENSG00000164405,UQCRQ,UQCRQ_chr5_132866868_+,2,1,0.06702138635307338,0.06702138635307338,176
CAMK2B_chr7:44231055-44232821,chr7,44231055,44232821,-,2,681,ENSG00000058404,ENSG00000058404,1,ENSG00000058404,CAMK2B,CAMK2B_chr7_44231055_-,2,1,0.1105454109759071,0.1105454109759071,1766
DOK5_chr20:54476186-54554932,chr20,54476186,54554932,+,1,414,,ENSG00000101134,1,ENSG00000101134,DOK5,DOK5_chr20_54554932_+,2,1,-0.08181195948319303,0.08181195948319303,78746
NEDD4L_chr18:58045616-58165787,chr18,58045616,58165787,+,1,347,ENSG00000049759,ENSG00000049759,1,ENSG00000049759,NEDD4L,NEDD4L_chr18_58165787_+,6,1,-0.14334842860758804,0.14334842860758804,120171
NEDD4L_chr18:58045691-58165787,chr18,58045691,58165787,+,1,470,,ENSG00000049759,1,ENSG00000049759,NEDD4L,NEDD4L_chr18_58165787_+,6,1,0.15397816357559613,0.15397816357559613,120096
NEDD4L_chr18:58045750-58165787,chr18,58045750,58165787,+,1,142,,ENSG00000049759,1,ENSG00000049759,NEDD4L,NEDD4L_chr18_58165787_+,6,1,-0.05215189119647717,0.05215189119647717,120037
NEDD4L_chr18:58046019-58165787,chr18,58046019,58165787,+,1,180,ENSG00000049759,ENSG00000049759,1,ENSG00000049759,NEDD4L,NEDD4L_chr18_58165787_+,6,1,0.043204756118740036,0.043204756118740036,119768
TTLL7_chr1:83947283-83948627,chr1,83947283,83948627,-,2,448,ENSG00000137941,ENSG00000137941,1,ENSG00000137941,TTLL7,TTLL7_chr1_83947283_-,2,1,-0.15749245797427913,0.15749245797427913,1344
ERLIN1_chr10:100185638-100185903,chr10,100185638,100185903,-,2,158,ENSG00000107566,ENSG00000107566,1,ENSG00000107566,ERLIN1,ERLIN1_chr10_100185638_-,2,1,-0.1359201868267687,0.1359201868267687,265
RUFY3_chr4:70722752-70762518,chr4,70722752,70762518,+,1,1385,ENSG00000018189,ENSG00000018189,1,ENSG00000018189,RUFY3,RUFY3_chr4_70762518_+,3,1,-0.09496558848240771,0.09496558848240771,39766
RUFY3_chr4:70741681-70762518,chr4,70741681,70762518,+,1,523,ENSG00000018189,ENSG00000018189,1,ENSG00000018189,RUFY3,RUFY3_chr4_70762518_+,3,1,0.018855900672731355,0.018855900672731355,20837
KLC1_chr14:103679546-103684985,chr14,103679546,103684985,+,1,454,ENSG00000126214,ENSG00000126214,1,ENSG00000126214,KLC1,KLC1_chr14_103684985_+,2,1,-0.08415297795685872,0.08415297795685872,5439
ITGB1BP1_chr2:9406906-9407448,chr2,9406906,9407448,-,2,2960,ENSG00000119185,ENSG00000119185,1,ENSG00000119185,ITGB1BP1,ITGB1BP1_chr2_9406906_-,2,1,0.08150268288053765,0.08150268288053765,542
SLC8A1_chr2:40430305-40451459,chr2,40430305,40451459,-,2,358,ENSG00000183023,,1,ENSG00000183023,SLC8A1,SLC8A1_chr2_40430305_-,2,1,0.10920563392198104,0.10920563392198104,21154
YWHAE_chr17:1365059-1369708,chr17,1365059,1369708,-,2,771,ENSG00000108953,ENSG00000108953,1,ENSG00000108953,YWHAE,YWHAE_chr17_1365059_-,2,1,-0.0536656601655554,0.0536656601655554,4649
PDCD6_chr5:306761-311292,chr5,306761,311292,+,1,1778,ENSG00000249915,ENSG00000249915,1,ENSG00000249915,PDCD6,PDCD6_chr5_311292_+,2,1,-0.06792262720411014,0.06792262720411014,4531
UBXN4_chr2:135761912-135769768,chr2,135761912,135769768,+,1,6799,ENSG00000144224,ENSG00000144224,1,ENSG00000144224,UBXN4,UBXN4_chr2_135769768_+,2,1,0.11706453012604337,0.11706453012604337,7856
SMIM7_chr19:16647262-16654034,chr19,16647262,16654034,-,2,1723,ENSG00000214046,ENSG00000214046,1,ENSG00000214046,SMIM7,SMIM7_chr19_16647262_-,2,1,0.08182871088882192,0.08182871088882192,6772
BCLAF1_chr6:136268340-136269140,chr6,136268340,136269140,-,2,170,ENSG00000029363,ENSG00000029363,1,ENSG00000029363,BCLAF1,BCLAF1_chr6_136268340_-,2,1,-0.1275788755667887,0.1275788755667887,800
NME1_chr17:51154445-51155650,chr17,51154445,51155650,+,1,202,ENSG00000239672,ENSG00000239672,1,ENSG00000239672,NME1,NME1_chr17_51155650_+,2,1,-0.10181402742819651,0.10181402742819651,1205
FXR1_chr3:180914996-180933333,chr3,180914996,180933333,+,1,398,ENSG00000114416,ENSG00000114416,1,ENSG00000114416,FXR1,FXR1_chr3_180933333_+,2,1,0.07564190249137585,0.07564190249137585,18337
MYH10_chr17:8623278-8623423,chr17,8623278,8623423,-,2,208,ENSG00000133026,ENSG00000133026,1,ENSG00000133026,MYH10,MYH10_chr17_8623278_-,2,1,-0.10897238422840884,0.10897238422840884,145
UBE2D3_chr4:102826637-102827426,chr4,102826637,102827426,-,2,2823,ENSG00000109332,ENSG00000109332,1,ENSG00000109332,UBE2D3,UBE2D3_chr4_102826637_-,3,1,0.09878210858388209,0.09878210858388209,789
UBE2D3_chr4:102826637-102827591,chr4,102826637,102827591,-,4,353,ENSG00000109332,ENSG00000109332,1,ENSG00000109332,UBE2D3,UBE2D3_chr4_102826637_-,3,1,0.06063035371107031,0.06063035371107031,954
KIF1B_chr1:10279139-10282321,chr1,10279139,10282321,+,1,139,ENSG00000054523,ENSG00000054523,1,ENSG00000054523,KIF1B,KIF1B_chr1_10282321_+,2,1,0.14751125344617455,0.14751125344617455,3182
RAD17_chr5:69370285-69371034,chr5,69370285,69371034,+,1,259,ENSG00000152942,ENSG00000152942,1,ENSG00000152942,RAD17,RAD17_chr5_69371034_+,2,1,0.1351145327363319,0.1351145327363319,749
SRP9_chr1:225786986-225789239,chr1,225786986,225789239,+,1,872,ENSG00000143742,ENSG00000143742,1,ENSG00000143742,SRP9,SRP9_chr1_225789239_+,2,1,-0.05416705176063989,0.05416705176063989,2253
DYNC1I2_chr2:171706565-171707286,chr2,171706565,171707286,+,1,200,ENSG00000077380,ENSG00000077380,1,ENSG00000077380,DYNC1I2,DYNC1I2_chr2_171707286_+,2,1,0.10805057094140054,0.10805057094140054,721
RPL29_chr3:51994127-51995041,chr3,51994127,51995041,-,2,36407,ENSG00000162244,ENSG00000162244,1,ENSG00000162244,RPL29,RPL29_chr3_51994127_-,2,1,0.09966715479180217,0.09966715479180217,914
MPV17_chr2:27312773-27312993,chr2,27312773,27312993,-,2,801,ENSG00000115204,ENSG00000115204,1,ENSG00000115204,MPV17,MPV17_chr2_27312773_-,2,1,-0.10561246952301967,0.10561246952301967,220
MORF4L1_chr15:78885084-78886140,chr15,78885084,78886140,+,1,554,ENSG00000185787,ENSG00000185787,1,ENSG00000185787,MORF4L1,MORF4L1_chr15_78886140_+,2,1,0.06355291079607298,0.06355291079607298,1056
DTD2_chr14:31453345-31457028,chr14,31453345,31457028,-,2,499,ENSG00000129480,ENSG00000129480,1,ENSG00000129480,DTD2,DTD2_chr14_31453345_-,2,1,-0.09617874506418433,0.09617874506418433,3683
APLP2_chr11:130123780-130126699,chr11,130123780,130126699,+,1,379,ENSG00000084234,ENSG00000084234,1,ENSG00000084234,APLP2,APLP2_chr11_130126699_+,2,1,0.11787970606815609,0.11787970606815609,2919
DZIP3_chr3:108590097-108605334,chr3,108590097,108605334,+,1,209,ENSG00000198919,ENSG00000198919,1,ENSG00000198919,DZIP3,DZIP3_chr3_108605334_+,2,1,0.12476348438626055,0.12476348438626055,15237
TAGLN3_chr3:112011866-112013409,chr3,112011866,112013409,+,1,8206,ENSG00000144834,ENSG00000144834,1,ENSG00000144834,TAGLN3,TAGLN3_chr3_112013409_+,2,1,0.09363544279791934,0.09363544279791934,1543
C1orf122_chr1:37808440-37808530,chr1,37808440,37808530,+,1,731,ENSG00000197982,ENSG00000197982,1,ENSG00000197982,C1orf122,C1orf122_chr1_37808530_+,2,1,-0.06872832266893956,0.06872832266893956,90
ADGRB3_chr6:68637563-68638660,chr6,68637563,68638660,+,1,523,ENSG00000135298,ENSG00000135298,1,ENSG00000135298,ADGRB3,ADGRB3_chr6_68638660_+,2,1,-0.08238890474980003,0.08238890474980003,1097
SQSTM1_chr5:179821142-179822957,chr5,179821142,179822957,+,1,494,ENSG00000161011,ENSG00000161011,1,ENSG00000161011,SQSTM1,SQSTM1_chr5_179822957_+,2,1,-0.1207766131822925,0.1207766131822925,1815
SGCE_chr7:94598964-94599696,chr7,94598964,94599696,-,2,223,ENSG00000127990,ENSG00000127990,1,ENSG00000127990,SGCE,SGCE_chr7_94598964_-,2,1,-0.11644998361930749,0.11644998361930749,732
RPL18_chr19:48615947-48616078,chr19,48615947,48616078,-,2,41452,ENSG00000063177,ENSG00000063177,1,ENSG00000063177,RPL18,RPL18_chr19_48615947_-,2,1,0.05200738398777071,0.05200738398777071,131
ARHGEF12_chr11:120409451-120420752,chr11,120409451,120420752,+,1,396,ENSG00000196914,ENSG00000196914,1,ENSG00000196914,ARHGEF12,ARHGEF12_chr11_120420752_+,2,1,0.10403304363997327,0.10403304363997327,11301
RSPRY1_chr16:57186786-57204503,chr16,57186786,57204503,+,1,190,ENSG00000159579,ENSG00000159579,1,ENSG00000159579,RSPRY1,RSPRY1_chr16_57204503_+,2,1,-0.13056821502057425,0.13056821502057425,17717
PKIA_chr8:78572940-78598357,chr8,78572940,78598357,+,1,5232,ENSG00000171033,ENSG00000171033,1,ENSG00000171033,PKIA,PKIA_chr8_78598357_+,2,1,0.08083399774334325,0.08083399774334325,25417
YWHAB_chr20:44887743-44901530,chr20,44887743,44901530,+,1,941,ENSG00000166913,ENSG00000166913,1,ENSG00000166913,YWHAB,YWHAB_chr20_44901530_+,2,1,-0.049730447106502165,0.049730447106502165,13787
TMEM107_chr17:8174273-8174519,chr17,8174273,8174519,-,2,200,ENSG00000179029,ENSG00000179029,1,ENSG00000179029,TMEM107,TMEM107_chr17_8174273_-,2,1,-0.11044097376810888,0.11044097376810888,246
TMEM14B_chr6:10749699-10770076,chr6,10749699,10770076,+,1,199,ENSG00000137210,ENSG00000137210,1,ENSG00000137210,TMEM14B,TMEM14B_chr6_10770076_+,3,1,0.15672515840886567,0.15672515840886567,20377
MRPS33_chr7:141010661-141014550,chr7,141010661,141014550,-,2,756,ENSG00000090263,ENSG00000090263,1,ENSG00000090263,MRPS33,MRPS33_chr7_141010661_-,2,1,0.0637497503423274,0.0637497503423274,3889
SMPDL3A_chr6:122803834-122804908,chr6,122803834,122804908,+,1,227,ENSG00000172594,ENSG00000172594,1,ENSG00000172594,SMPDL3A,SMPDL3A_chr6_122804908_+,2,1,-0.15884293840224917,0.15884293840224917,1074
CCDC126_chr7:23598052-23611170,chr7,23598052,23611170,+,1,462,ENSG00000169193,ENSG00000169193,1,ENSG00000169193,CCDC126,CCDC126_chr7_23611170_+,2,1,0.1331857760435656,0.1331857760435656,13118
NUDT1_chr7:2244727-2249856,chr7,2244727,2249856,+,1,2166,ENSG00000106268,ENSG00000106268,1,ENSG00000106268,NUDT1,NUDT1_chr7_2249856_+,2,1,-0.09182103678110107,0.09182103678110107,5129
CSPP1_chr8:67074924-67076481,chr8,67074924,67076481,+,1,148,ENSG00000104218,ENSG00000104218,1,ENSG00000104218,CSPP1,CSPP1_chr8_67076481_+,2,1,0.12777287191823297,0.12777287191823297,1557
